"","scientificName","phylumid"
"4040","Notomastus hemipodus",882
"4041","Ergasilus labracis",1065
"4042","Laomedea amphora",1267
"4043","Collodes robustus",1065
"4044","Eustomias fissibarbis",1821
"4045","Syacium micrurum",1821
"4046","Sphoeroides testudineus",1821
"4047","Barathrites parri",1821
"4048","Podilymbus podiceps",1821
"4049","Danaphryne nigrifilis",1821
"4050","Hemiramphus brasiliensis",1821
"4051","Lepidopus altifrons",1821
"4052","Turbonilla bushiana",51
"4053","Lottia alveus",51
"4054","Turbonilla buteonis",51
"4055","Vorticella patellina",11
"4056","Pseudo-nitzschia multiseries",148898
"4057","Rivularia nitida",146537
"4058","Colaconema dasyae",852
"4059","Lampadioteuthis megaleia",51
"4060","Diastylis bispinosa",1065
"4061","Thenea echinata",558
"4062","Paracanthurus hepatus",1821
"4063","Axinulus brevis",51
"4064","Vibilia viatrix",1065
"4065","Ammothella rugulosa",1065
"4066","Odontaster setosus",1806
"4067","Bathygnathia curvirostris",1065
"4068","Dipturus teevani",1821
"4069","Mugil trichodon",1821
"4070","Scarus iseri",1821
"4071","Ctenogobius stigmaticus",1821
"4072","Clytia singulare",1267
"4073","Orchistomella tentaculata",1267
"4074","Dinophilus gardineri",882
"4075","Drilonereis falcata",882
"4076","Ophryotrocha mandibulata",882
"4077","Protodrilus gelderi",882
"4078","Hypereteone fauchaldi",882
"4079","Macrochaeta leidyi",882
"4080","Bobkabata kabatabobbus",1065
"4081","Pandarus satyrus",1065
"4082","Parabrachiella rostrata",1065
"4083","Pilinia reinschii",345465
"4084","Stenosemus exaratus",51
"4085","Lyrodus massa",51
"4086","Pseudoscopelus pierbartus",1821
"4087","Nannosquilla grayi",1065
"4088","Heterosquilloides armata",1065
"4089","Gnesioceros floridana",793
"4090","Aspidisca polystyla",11
"4091","Euplotes charon",11
"4092","Loxophyllum setigerum",11
"4093","Benthomangelia bandella",51
"4094","Raymanninus schmitti",1065
"4095","Myriapora orientalis",146142
"4096","Metacarcinus magister",1065
"4097","Grania longiducta",882
"4098","Lepechinella schellenbergi",1065
"4099","Agarum turneri",345465
"4100","Aricidea (Acmira) finitima",882
"4101","Philine sagra",51
"4102","Serripes groenlandicus",51
"4103","Bodo globosus",536202
"4104","Feldmannia mitchelliae",345465
"4105","Ulvella repens",801
"4106","Chrysallida dux",51
"4107","Megasyllis procera",882
"4108","Barentsia timida",1271
"4109","Cytheridea africana",1065
"4110","Austrodevonia percompressa",51
"4111","Octactis speculum",345465
"4112","Hooperia divaricata",852
"4113","Ophiotreta spectabilis",1806
"4114","Metopa propinqva",1065
"4115","Melanitta americana",1821
"4116","Rimostrombidium multinucleatum",11
"4117","Caprella equilibra",1065
"4118","Amphilochus manudens",1065
"4119","Leucothoe spinicarpa",1065
"4120","Eurythenes obesus",1065
"4121","Aceroides (Aceroides) latipes",1065
"4122","Arrhis phyllonyx",1065
"4123","Metopella longimana",1065
"4124","Leptoclinides faeroensis",1821
"4125","Haloptilus spiniceps",1065
"4126","Subeucalanus pileatus",1065
"4127","Heterorhabdus clausi",1065
"4128","Bathycalanus richardi",1065
"4129","Metridia discreta",1065
"4130","Metridia venusta",1065
"4131","Phaenna spinifera",1065
"4132","Temoropia mayumbaensis",1065
"4133","Branchiostoma lanceolatum",1821
"4134","Mesosagitta minima",2081
"4135","Chelonibia testudinaria",1065
"4136","Bosmina (Eubosmina) coregoni",1065
"4137","Gennadas scutatus",1065
"4138","Leucon (Leucon) nasica",1065
"4139","Anisonema acinus",536202
"4140","Euphausia brevis",1065
"4141","Stylocheiron carinatum",1065
"4142","Cystisella saccata",146142
"4143","Rhamphostomella scabra",146142
"4144","Hornera lichenoides",146142
"4145","Lagotia expansa",11
"4146","Stetsonia arctica",1410
"4147","Turborotalita quinqueloba",1410
"4148","Paramphiascopsis longirostris",1065
"4149","Aequorea vitrina",1267
"4150","Aglaophenia latecarinata",1267
"4151","Clytia linearis",1267
"4152","Dipleurosoma typicum",1267
"4153","Aglaura hemistoma",1267
"4154","Diphasia margareta",1267
"4155","Thuiaria carica",1267
"4156","Baeonectes muticus",1065
"4157","Aegiochus ventrosa",1065
"4158","Tremaster mirabilis",1806
"4159","Salenocidaris varispina",1806
"4160","Odontostomops normalops",1821
"4161","Trachipterus trachypterus",1821
"4162","Caulophryne jordani",1821
"4163","Chaunax suttkusi",1821
"4164","Himantolophus groenlandicus",1821
"4165","Dolopichthys allector",1821
"4166","Cataetyx laticeps",1821
"4167","Photostylus pycnopterus",1821
"4168","Seriola fasciata",1821
"4169","Istiophorus albicans",1821
"4170","Pagrus pagrus",1821
"4171","Melamphaes longivelis",1821
"4172","Melamphaes simus",1821
"4173","Polymetme corythaeola",1821
"4174","Astronesthes indicus",1821
"4175","Bathophilus brevis",1821
"4176","Masturus lanceolatus",1821
"4177","Loricoecia loricata",1065
"4178","Ampharete lindstroemi",882
"4179","Ctenodrilus serratus",882
"4180","Longibrachium atlanticum",882
"4181","Synelmis albini",882
"4182","Harmothoe globifera",882
"4183","Dipolydora giardi",882
"4184","Syllis armillaris",882
"4185","Akanthophoreus gracilis",1065
"4186","Mohnia abyssorum",51
"4187","Capulus ungaricus",51
"4188","Clio cuspidata",51
"4189","Cardiomya knudseni",51
"4190","Myosotella myosotis",51
"4191","Haliella stenostoma",51
"4192","Cadulus cylindratus",51
"4193","Siphonodentalium lobatum",51
"4194","Ancula gibbosa",51
"4195","Idas argenteus",51
"4196","Ennucula aegeensis",51
"4197","Pneumodermopsis paucidens",51
"4198","Liocyma fluctuosa",51
"4199","Yoldia hyperborea",51
"4200","Bangia atropurpurea",852
"4201","Dictyosiphon ekmanii",345465
"4202","Gelidium pusillum",852
"4203","Microcystis aeruginosa",146537
"4204","Arenaria interpres",1821
"4205","Molpadia parva",1806
"4206","Rhizosolenia hebetata",148898
"4207","Harmothoe spinosa",882
"4208","Abra lioica",51
"4209","Halicardia flexuosa",51
"4210","Melanosiphon intestinalis",345465
"4211","Arabella mutans",882
"4212","Orbinia riseri",882
"4213","Chondracanthus cottunculi",1065
"4214","Pennella instructa",1065
"4215","Ariosoma anale",1821
"4216","Gnathophis bathytopos",1821
"4217","Dysommina proboscideus",1821
"4218","Ceratias uranoscopus",1821
"4219","Etropus crossotus",1821
"4220","Hymenocephalus italicus",1821
"4221","Dolopichthys pullatus",1821
"4222","Mycteroperca phenax",1821
"4223","Calamus bajonado",1821
"4224","Myripristis jacobus",1821
"4225","Decapterus tabl",1821
"4226","Psednos harteli",1821
"4227","Peristedion thompsoni",1821
"4228","Hypleurochilus geminatus",1821
"4229","Calliotropis infundibulum",51
"4230","Gymnodinioides inkystans",11
"4231","Styela squamosa",1821
"4232","Paradoneis abranchiata",882
"4233","Samythella elongata",882
"4234","Dascyllus marginatus",1821
"4235","Epinephelus lanceolatus",1821
"4236","Euphausia recurva",1065
"4237","Gaetanus kruppii",1065
"4238","Eurystomina minutisculae",799
"4239","Mancopsetta maculata",1821
"4240","Glaciarcula friellei",1803
"4241","Proceraea fasciata",882
"4242","Gennadas bouvieri",1065
"4243","Hemipholis elongata",1806
"4244","Polycarpa spongiabilis",1821
"4245","Ancinus depressus",1065
"4246","Bregmaceros houdei",1821
"4247","Diaphus vanhoeffeni",1821
"4248","Astronesthes lampara",1821
"4249","Eustomias bituberatus",1821
"4250","Opsanus pardus",1821
"4251","Gigantura chuni",1821
"4252","Holocentrus rufus",1821
"4253","Prognichthys glaphyrae",1821
"4254","Cephalopholis cruentata",1821
"4255","Halecium filicula",1267
"4256","Larsonia pterophylla",1267
"4257","Monacoa grimaldii",1821
"4258","Decamastus gracilis",882
"4259","Enipo gracilis",882
"4260","Magelona pettiboneae",882
"4261","Pseudophryotrocha eugenei",882
"4262","Terebellides lobatus",882
"4263","Lagisca floccosa unidentata",882
"4264","Pseudoamallothrix obtusifrons",1065
"4265","Eucalanus hyalinus",1065
"4266","Undinella frontalis",1065
"4267","Lernanthropus seriolii",1065
"4268","Echthrogaleus denticulatus",1065
"4269","Scolecitrichopsis ctenopus",1065
"4270","Leptasterias groenlandica",1806
"4271","Decipisagitta decipiens",2081
"4272","Solenocera necopina",1065
"4273","Stephanomia amphytridis",1267
"4274","Argopecten irradians concentricus",51
"4275","Pagodula abyssorum",51
"4276","Thamneus rostratus",1065
"4277","Littoraria irrorata",51
"4278","Costoanachis semiplicata",51
"4279","Kurtziella atrostyla",51
"4280","Cyclopecten strigillatus",51
"4281","Mactrotoma fragilis",51
"4282","Ampelisca mexicana",1065
"4283","Monocelis wilhelmii",793
"4284","Gyratrix hermaphroditus maculata",793
"4285","Arcuatula papyria",51
"4286","Encope emarginata",1806
"4287","Fabricinuda trilobata",882
"4288","Platynereis megalops",882
"4289","Nitzschia laevis",148898
"4290","Neopolynoe acanellae",882
"4291","Schizobrachiella porosa",146142
"4292","Acrothrix novaeangliae",345465
"4293","Tetraclita vitiata",1065
"4294","Pentherichthys atratus",1821
"4295","Tripos lunula",450030
"4296","Tripos inflatus",450030
"4297","Parexogone longicirris",882
"4298","Busycon carica carica",51
"4299","Tripaphylus elongatus",1065
"4300","Peosidriloides flabellifer",882
"4301","Hirundichthys volador",1821
"4302","Lateothela grandiflora",1267
"4303","Podiceps auritus f. cornutus",1821
"4304","Minyorhyncha crassa",1065
"4305","Microchloropsis salina",345465
"4306","Syllis anops",882
"4307","Paraeuchaeta barbata barbata",1065
"4308","Aetobatus narinari",1821
"4309","Somniosus microcephalus",1821
"4310","Leegaardiella ovalis",11
"4311","Haploops setosa",1065
"4312","Elasmopus rapax",1065
"4313","Bathymedon longimanus",1065
"4314","Westwoodilla caecula",1065
"4315","Paraphoxus oculatus",1065
"4316","Pseudochirella notacantha",1065
"4317","Paracalanus nanus",1065
"4318","Lophothrix frontalis",1065
"4319","Amblyraja hyperborea",1821
"4320","Penaeopsis serrata",1065
"4321","Solenocera membranacea",1065
"4322","Amphidinium sphenoides",450030
"4323","Cyclaspis longicaudata",1065
"4324","Hemicyclopora emucronata",146142
"4325","Scruparia ambigua",146142
"4326","Ammotium cassis",1410
"4327","Plumularia filicula",1267
"4328","Protohydra leuckarti",1267
"4329","Pegantha clara",1267
"4330","Pseudomma truncatum",1065
"4331","Paragonaster subtilis",1806
"4332","Trichometra cubensis",1806
"4333","Caenopedina cubensis",1806
"4334","Candidella imbricata",1267
"4335","Conger conger",1821
"4336","Macroparalepis brevis",1821
"4337","Belone belone",1821
"4338","Cetonurus globiceps",1821
"4339","Linophryne coronata",1821
"4340","Microlophichthys microlophus",1821
"4341","Neoscopelus macrolepidotus",1821
"4342","Benthocometes robustus",1821
"4343","Einara edentula",1821
"4344","Sagamichthys schnakenbecki",1821
"4345","Promethichthys prometheus",1821
"4346","Kyphosus incisor",1821
"4347","Lepidopus caudatus",1821
"4348","Lycodes lavalaei",1821
"4349","Polyipnus polli",1821
"4350","Pachystomias microdon",1821
"4351","Spiochaetopterus typicus",882
"4352","Scoletoma tetraura",882
"4353","Nerilla antennata",882
"4354","Lanassa venusta",882
"4355","Phakellia ventilabrum",558
"4356","Callipallene acus",1065
"4357","Colossendeis arcuata",1065
"4358","Madrepora oculata",1267
"4359","Atolla wyvillei",1267
"4360","Eudoxoides mitra",1267
"4361","Sulculeolaria chuni",1267
"4362","Physophora hydrostatica",1267
"4363","Philorthragoriscus serratus",1065
"4364","Dinemoura latifolia",1065
"4365","Doliolum denticulatum",1821
"4366","Pyrosoma atlanticum",1821
"4367","Beringius turtoni",51
"4368","Styliola subula",51
"4369","Oenopota cinerea",51
"4370","Oenopota graphica",51
"4371","Cardiomya striata",51
"4372","Lacuna pallidula",51
"4373","Nucula atacellana",51
"4374","Heteroteuthis dispar",51
"4375","Porphyra umbilicalis",852
"4376","Hincksia secunda",345465
"4377","Metacaprella horrida",1065
"4378","Dendronotus elegans",51
"4379","Limopsis tenella",51
"4380","Autolytus varians",882
"4381","Halitholus cirratus",1267
"4382","Nematocarcinus cursor",1065
"4383","Heteroconger luteolus",1821
"4384","Haemulon plumierii",1821
"4385","Diaphus roei",1821
"4386","Coryphaenoides alateralis",1821
"4387","Limnodromus griseus",1821
"4388","Calidris maritima",1821
"4389","Gigantactis macronema",1821
"4390","Gigantactis perlatus",1821
"4391","Spiniphryne gladisfenae",1821
"4392","Serranus subligarius",1821
"4393","Astroscopus ygraecum",1821
"4394","Bothus robinsi",1821
"4395","Symphurus minor",1821
"4396","Pontinus rathbuni",1821
"4397","Prionotus alatus",1821
"4398","Pseudoscopelus scriptus",1821
"4399","Triloculina trihedra",1410
"4400","Asterionella bleakeleyi var. notata",148898
"4401","Halichondria (Eumastia) sitiens",558
"4402","Paractis flava",1267
"4403","Climacodium frauenfeldianum",148898
"4404","Sula sula",1821
"4405","Temora discaudata",1065
"4406","Dysomma anguillare",1821
"4407","Phronimella elongata",1065
"4408","Bathypallenopsis antipoda",1065
"4409","Bathypallenopsis longirostris",1065
"4410","Hippa testudinaria",1065
"4411","Cassidinidea ovalis",1065
"4412","Diplobrachia floridensis",882
"4413","Linophryne macrodon",1821
"4414","Oneirodes theodoritissieri",1821
"4415","Diaphus anderseni",1821
"4416","Ophidion josephi",1821
"4417","Microchirus frechkopi",1821
"4418","Melamphaes eulepis",1821
"4419","Eustomias austratlanticus",1821
"4420","Eustomias monodactylus",1821
"4421","Hoplunnis diomediana",1821
"4422","Lepophidium brevibarbe",1821
"4423","Paracaristius maderensis",1821
"4424","Phyllopteryx taeniolatus",1821
"4425","Symplectoscyphus filiformis",1267
"4426","Tubularia crassa",1267
"4427","Thouarella (Euthouarella) grasshoffi",1267
"4428","Caryophyllia (Caryophyllia) ambrosia ambrosia",1267
"4429","Haliclystus tenuis",1267
"4430","Amphicteis trichophora",882
"4431","Aricidea rubra",882
"4432","Eliberidens hartmannschroederae",882
"4433","Eumidia papillosa",882
"4434","Leiocapitella atlantica",882
"4435","Malmgreniella maccraryae",882
"4436","Neanthes uniseriata",882
"4437","Nephtys mesobranchia",882
"4438","Odontosyllis longiseta",882
"4439","Parophryotrocha gesae",882
"4440","Pettiboneia bathyalis",882
"4441","Cirriformia spirabrancha",882
"4442","Rashgua lobatus",882
"4443","Histioteuthis celetaria",51
"4444","Batillipes dicrocercus",1276
"4445","Clausidium dissimile",1065
"4446","Lernaeenicus polyceraus",1065
"4447","Clavellisa spinosa",1065
"4448","Pagurus armatus",1065
"4449","Lytechinus variegatus",1806
"4450","Similipecten nanus",51
"4451","Munidopsis transtridens",1065
"4452","Carinaria lamarckii",51
"4453","Prunum apicinum",51
"4454","Gemelliporidra pertusa",146142
"4455","Percolomonas cosmopolitus",451648
"4456","Propebela cancellata",51
"4457","Nuttallides umbonifer",1410
"4458","Conopeum truitti",146142
"4459","Adelodrilus correptus",882
"4460","Adelodrilus fimbriatus",882
"4461","Adelodrilus inopinatus",882
"4462","Mexidrilus davisi",882
"4463","Cirrifera xanthoderma",793
"4464","Coelogynopora juxtaforcipis",793
"4465","Plehnia ellipsoides",793
"4466","Limnocalanus grimaldii grimaldii",1065
"4467","Corbula dietziana",51
"4468","Deosergestes paraseminudus",1065
"4469","Pseudostichopus peripatus",1806
"4470","Gracilechinus elegans",1806
"4471","Hemiliostraca auricincta",51
"4472","Capitella teleta",882
"4473","Ascorhynchus pyrginospinus",1065
"4474","Baeonectes pygmaea",1065
"4475","Raymondcia majuscula",146142
"4476","Entalophoroecia harmeri",146142
"4477","Sinophysis ebriola",450030
"4478","Crisularia harmsworthi",146142
"4479","Dactylerythrops bidigitatus",1065
"4480","Cyclocanna producta",1267
"4481","Chaetozone hystricosa",882
"4482","Carronella pellucida",51
"4483","Cornutosergestes cornutus",1065
"4484","Macrochoecilla macrocheira",1065
"4485","Copulabyssia tenuis",51
"4486","Melanella distorta",51
"4487","Circulus angulatus",51
"4488","Syrictes fuscus",1821
"4489","Raja microocellata",1821
"4490","Gymnura micrura",1821
"4491","Mycteroperca microlepis",1821
"4492","Actinoscyphia saginata",1267
"4493","Leegaardiella sol",11
"4494","Amphilochus tenuimanus",1065
"4495","Cnemidocarpa mortenseni",1821
"4496","Euaugaptilus nodifrons",1065
"4497","Clausocalanus jobei",1065
"4498","Heterorhabdus spinifrons",1065
"4499","Pontellina plumata",1065
"4500","Eurytemora americana",1065
"4501","Rajella bathyphila",1821
"4502","Beroe ovata",1248
"4503","Meningodora vesca",1065
"4504","Plesionika martia",1065
"4505","Pronoctiluca pelagica",450030
"4506","Leucon (Epileucon) longirostris",1065
"4507","Leucon (Macrauloleucon) siphonatus",1065
"4508","Crisia klugei",146142
"4509","Islandiella norcrossi",1410
"4510","Microsetella rosea",1065
"4511","Monostaechas quadridens",1267
"4512","Grammaria abietina",1267
"4513","Proboscidactyla ornata",1267
"4514","Rhopalonema velatum",1267
"4515","Thuiaria alternitheca",1267
"4516","Hydrasterias sexradiata",1806
"4517","Pedicellaster typicus",1806
"4518","Asteroschema inornatum",1806
"4519","Ophiotoma coriacea",1806
"4520","Porania (Porania) pulvillus pulvillus",1806
"4521","Histiobranchus bathybius",1821
"4522","Pollachius pollachius",1821
"4523","Lasiognathus beebei",1821
"4524","Rouleina maderensis",1821
"4525","Nansenia oblita",1821
"4526","Platytroctes apus",1821
"4527","Taractes asper",1821
"4528","Kali macrodon",1821
"4529","Arnoglossus laterna",1821
"4530","Scopeloberyx rubriventer",1821
"4531","Aristostomias grimaldii",1821
"4532","Aristostomias lunifer",1821
"4533","Eustomias longibarba",1821
"4534","Lagocephalus lagocephalus",1821
"4535","Orthoconchoecia atlantica",1065
"4536","Corycaeus clausi",1065
"4537","Onychocorycaeus latus",1065
"4538","Copilia mirabilis",1065
"4539","Sapphirina angusta",1065
"4540","Sapphirina maculosa",1065
"4541","Dodecaceria concharum",882
"4542","Chirimia biceps",882
"4543","Sigambra tentaculata",882
"4544","Bylgides groenlandicus",882
"4545","Sabellaria alcocki",882
"4546","Sphaerosyllis ovigera",882
"4547","Tomopteris cavallii",882
"4548","Nausithoe punctata",1267
"4549","Phacellophora camtschatica",1267
"4550","Haliclystus auricula",1267
"4551","Diphyes bojani",1267
"4552","Marrus orthocanna",1267
"4553","Sarcotretes scopeli",1065
"4554","Cyclosalpa polae",1821
"4555","Thetys vagina",1821
"4556","Astarte crebricostata",51
"4557","Leachia atlantica",51
"4558","Cardiomya costellata",51
"4559","Liostomia eburnea",51
"4560","Thyasira obsoleta",51
"4561","Clathromorphum compactum",852
"4562","Fucus distichus",345465
"4563","Balticina christii",1267
"4564","Cyclotella cryptica",148898
"4565","Coelogynopora poaceaglandis",793
"4566","Placorhynchus doei",793
"4567","Cylichna vortex",51
"4568","Aglaophamus verrilli",882
"4569","Lepeophtheirus edwardsi",1065
"4570","Chthamalus fragilis",1065
"4571","Almyracuma proximoculi",1065
"4572","Thuiaria laxa",1267
"4573","Paraconger caudilimbatus",1821
"4574","Neoconger mucronatus",1821
"4575","Synaphobranchus affinis",1821
"4576","Neochildia fusca",592916
"4577","Eustomias schiffi",1821
"4578","Halichoeres bivittatus",1821
"4579","Bathophilus longipinnis",1821
"4580","Bathytyphlops marionae",1821
"4581","Coryphaenoides leptolepis",1821
"4582","Urophycis earllii",1821
"4583","Carapus bermudensis",1821
"4584","Megaceryle alcyon",1821
"4585","Barathrodemus manatinus",1821
"4586","Larus pipixcan",1821
"4587","Monolene antillarum",1821
"4588","Tylosurus crocodilus",1821
"4589","Aluterus heudelotii",1821
"4590","Aluterus scriptus",1821
"4591","Prionotus ophryas",1821
"4592","Ariomma regulus",1821
"4593","Neoepinnula orientalis",1821
"4594","Lutjanus mahogoni",1821
"4595","Stenotomus caprinus",1821
"4596","Argulus megalops",1065
"4597","Epitonium humphreysii",51
"4598","Isthmia nervosa",148898
"4599","Radiella sol",558
"4600","Sertularella gigantea",1267
"4601","Cheiraster (Christopheraster) mirabilis",1806
"4602","Yoldiella curta",51
"4603","Catillopecten eucymatus",51
"4604","Forskalia asymmetrica",1267
"4605","Fregetta tropica",1821
"4606","Amblygaster leiogaster",1821
"4607","Eustomias monoclonus",1821
"4608","Sarda orientalis",1821
"4609","Arothron hispidus",1821
"4610","Chrysaora quinquecirrha",1267
"4611","Oxycephalus clausi",1065
"4612","Euphausia tenera",1065
"4613","Protiaropsis minor",1267
"4614","Lyconus brachycolus",1821
"4615","Amphiura (Amphiura) grandisquama natalensis",1806
"4616","Pleuromamma quadrungulata quadrungulata",1065
"4617","Helicocranchia papillata",51
"4618","Akashiwo sanguinea",450030
"4619","Proceraea madeirensis",882
"4620","Pentacheles validus",1065
"4621","Ophiolebes pachyphylax",1806
"4622","Ophiurochaeta mixta",1806
"4623","Halocynthia aurantium",1821
"4624","Molgula verrilli",1821
"4625","Zaprora silenus",1821
"4626","Caecognathia serrata",1065
"4627","Oligobrachia floridana",882
"4628","Dipturus chilensis",1821
"4629","Bolinichthys distofax",1821
"4630","Thorogobius angolensis",1821
"4631","Citharichthys stampflii",1821
"4632","Bellator egretta",1821
"4633","Hypsoblennius hentz",1821
"4634","Peprilus burti",1821
"4635","Prognichthys occidentalis",1821
"4636","Pseudogramma gregoryi",1821
"4637","Plectranthias garrupellus",1821
"4638","Paralabrax callaensis",1821
"4639","Cladocarpus septatus",1267
"4640","Egmundella fasciculata",1267
"4641","Eudendrium rugosum",1267
"4642","Halecium dubium",1267
"4643","Orchistoma pileus",1267
"4644","Nemertesia rugosa",1267
"4645","Fungiacyathus (Bathyactis) symmetricus",1267
"4646","Nicolea amnis",882
"4647","Protula diomedeae",882
"4648","Aricidea (Acmira) simplex",882
"4649","Kinbergonuphis vexillaria",882
"4650","Petaloproctus filifer",882
"4651","Bathyteuthis berryi",51
"4652","Pterodroma cahow",1821
"4653","Entalina platamodes",51
"4654","Disseta palumbii",1065
"4655","Eucalanus inermis",1065
"4656","Enalcyonium carrikeri",1065
"4657","Gloiopotes ornatus",1065
"4658","Ciliophrys infusionum",345465
"4659","Parapenaeus americanus",1065
"4660","Synarachnactis brachiolata",1267
"4661","Coronis scolopendra",1065
"4662","Lolliguncula diomedeae",51
"4663","Stigmatoteuthis hoylei",51
"4664","Vaginulinopsis sublegumen",1410
"4665","Finella adamsi",51
"4666","Costoanachis similis",51
"4667","Limea bronniana",51
"4668","Dendostrea frons",51
"4669","Euceramus praelongus",1065
"4670","Lysirude nitidus",1065
"4671","Hypselaster limicolus",1806
"4672","Dyspanopeus texanus",1065
"4673","Trophomera hopei",799
"4674","Solatisonax borealis",51
"4675","Dendrobeania formosissima",146142
"4676","Adelodrilus voraginus",882
"4677","Bathydrilus asymmetricus",882
"4678","Proschizorhynchella nahantensis",793
"4679","Myrmeciplana elegans",793
"4680","Modiolatus plicatus",51
"4681","Holanthus expergitus",1806
"4682","Molpadia violacea",1806
"4683","Macrotritopus equivocus",51
"4684","Doryteuthis pleii",51
"4685","Discorbis squamata",1410
"4686","Cerataspis monstrosus",1065
"4687","Paratontonia poopsia",11
"4688","Pelagostrobilidium epacrum",11
"4689","Hilbigneris gracilis",882
"4690","Schizobrachiella verrilli",146142
"4691","Mycale (Carmia) fibrexilis",558
"4692","Megacalanus princeps princeps",1065
"4693","Anguillosyllis pupa",882
"4694","Crisularia gracilis",146142
"4695","Tripos contrarius",450030
"4696","Nusuttodinium poecilochroum",450030
"4697","Ameritella versicolor",51
"4698","Trichobranchus drewi",882
"4699","Proschizorhynchella papillata",793
"4700","Kirkegaardia hampsoni",882
"4701","Margalefidinium polykrikoides",450030
"4702","Challengerosergia talismani",1065
"4703","Thalassoanaperus gardineri",592916
"4704","Anguillosyllis hampsoni",882
"4705","Globorotalia (Truncorotalia) crassaformis",1410
"4706","Paracalanus aculeatus aculeatus",1065
"4707","Caulleriella nobska",882
"4708","Cytherea convexa",51
"4709","Sphenopus marsupialis bursiformis",1267
"4710","Neoechiniscoides pollocki",1276
"4711","Carcharhinus brachyurus",1821
"4712","Galeoides decadactylus",1821
"4713","Ampelisca eschrichtii",1065
"4714","Gitanopsis arctica",1065
"4715","Halice abyssi",1065
"4716","Metopa tenuimana",1065
"4717","Euchirella pulchra",1065
"4718","Gaetanus latifrons",1065
"4719","Pseudochirella obtusa",1065
"4720","Arietellus giesbrechti",1065
"4721","Euaugaptilus magnus",1065
"4722","Paraeuchaeta hansenii",1065
"4723","Lucicutia magna",1065
"4724","Metridia macrura",1065
"4725","Cornucalanus chelifer",1065
"4726","Amallothrix gracilis",1065
"4727","Undinella oblonga",1065
"4728","Scyliorhinus canicula",1821
"4729","Leucoraja naevus",1821
"4730","Coronula diadema",1065
"4731","Gennadas tinayrei",1065
"4732","Hymenodora glacialis",1065
"4733","Calocaris macandreae",1065
"4734","Dinophysis acuminata",450030
"4735","Dinophysis fortii",450030
"4736","Campylaspis vitrea",1065
"4737","Eutreptiella gymnastica",536202
"4738","Nematobrachion flexipes",1065
"4739","Stylocheiron abbreviatum",1065
"4740","Caberea boryi",146142
"4741","Globigerinoides conglobatus",1410
"4742","Aequorea pensilis",1267
"4743","Merona cornucopiae",1267
"4744","Halecium labrosum",1267
"4745","Podocoryna borealis",1267
"4746","Ptychogena lactea",1267
"4747","Pandea conica",1267
"4748","Sertularia tenera",1267
"4749","Rhizocrinus lofotensis",1806
"4750","Ophiocten hastatum",1806
"4751","Amphilepis norvegica",1806
"4752","Gymnothorax vicinus",1821
"4753","Platybelone argalus",1821
"4754","Beryx splendens",1821
"4755","Oneirodes eschrichtii",1821
"4756","Mentodus rostratus",1821
"4757","Cepola macrophthalma",1821
"4758","Oncorhynchus kisutch",1821
"4759","Bathophilus digitatus",1821
"4760","Macrocypridina castanea",1065
"4761","Archiconchoecia cucullata",1065
"4762","Nephtys paradoxa",882
"4763","Aricidea abranchiata",882
"4764","Notophyllum americanum",882
"4765","Polygordius triestinus",882
"4766","Enipo torelli",882
"4767","Protula tubularia",882
"4768","Neoleanira tetragona",882
"4769","Isodictya palmata",558
"4770","Suberites domuncula",558
"4771","Rosacea plicata",1267
"4772","Euryphorus brachypterus",1065
"4773","Lernaeolophus sultanus",1065
"4774","Pennella filosa",1065
"4775","Sphyrion lumpi",1065
"4776","Bathysquilla microps",1065
"4777","Mesoplodon europaeus",1821
"4778","Neptunea despecta",51
"4779","Oenopota tenuicostata",51
"4780","Cycloteuthis sirventi",51
"4781","Histioteuthis meleagroteuthis",51
"4782","Melarhaphe neritoides",51
"4783","Taningia danae",51
"4784","Ocythoe tuberculata",51
"4785","Omalogyra atomus",51
"4786","Infundibulipora lucernaria",146142
"4787","Monocorophium sextonae",1065
"4788","Hemirhabdus grimaldii",1065
"4789","Gnathorhynchus riseri",793
"4790","Phalacroma rotundatum",450030
"4791","Philine tincta",51
"4792","Eubranchus olivaceus",51
"4793","Rhizogeton fusiformis",1267
"4794","Bathypolypus bairdii",51
"4795","Licmophora abbreviata",148898
"4796","Chaetomorpha picquotiana",801
"4797","Ancistrosyllis jonesi",882
"4798","Cistenides hyperborea",882
"4799","Polymastia andrica",558
"4800","Anomalocera opalus",1065
"4801","Doropygus demissus",1065
"4802","Eudorellopsis integra",1065
"4803","Tmetonyx gulosus",1065
"4804","Aeginina aenigmatica",1065
"4805","Acanthephyra acutifrons",1065
"4806","Eustomias polyaster",1821
"4807","Stemonosudis rothschildi",1821
"4808","Luciobrotula corethromycter",1821
"4809","Eustomias enbarbatus",1821
"4810","Diaphus fragilis",1821
"4811","Tringa melanoleuca",1821
"4812","Lamprogrammus brunswigi",1821
"4813","Pluvialis squatarola",1821
"4814","Melamphaes polylepis",1821
"4815","Centropristis philadelphica",1821
"4816","Peristedion greyae",1821
"4817","Uraspis secunda",1821
"4818","Astyris multilineata",51
"4819","Lissodendoryx (Lissodendoryx) isodictyalis",558
"4820","Hyalinoecia artifex",882
"4821","Leucon (Leucon) profundus",1065
"4822","Palio dubia",51
"4823","Protankyra brychia",1806
"4824","Puncturella conica",51
